utt_0000 | U do‘kondan non sotib oldi. | u do‘kondan non sotib oldi.
utt_1162 | Ular qasddan bizni aldab, pulsiz qoldirgani yo‘q. | ular qasddan bizni aldab, pulsiz qoldirgani yo‘q.
utt_11620 | Fuqarolik protsessual kodeksi yangiliklari. | fuqarolik protsessual kodeksi yangiliklari.
utt_11621 | Oila kodeksiga kiritilgan o'zgarishlar. | oila kodeksiga kiritilgan oʻzgarishlar.
utt_11622 | Mehnat kodeksining yangi tahriri. | mehnat kodeksining yangi tahriri.
utt_11623 | Soliq kodeksining amal qilish tartibi. | soliq kodeksining amal qilish tartibi.
utt_11624 | Yer kodeksiga asosan yer uchastkalari. | yer kodeksiga asosan yer uchastkalari.
utt_11625 | Shaharchilik kodeksining ahamiyati. | shaharchilik kodeksining ahamiyati.
utt_11626 | Suv kodeksining qoidalari. | suv kodeksining qoidalari.
utt_11627 | O'rmon kodeksining ahamiyati. | oʻrmon kodeksining ahamiyati.
utt_11628 | Aholiga huquqiy yordam ko'rsatish. | aholiga huquqiy yordam koʻrsatish.
utt_11629 | Huquqiy axborotdan foydalanish imkoniyati. | huquqiy axborotdan foydalanish imkoniyati.
utt_1163 | Yaxshi haq to‘lashardi. | yaxshi haq to‘lashardi.
utt_11630 | Elektron huquqiy adabiyotlar bazasi. | elektron huquqiy adabiyotlar bazasi.
utt_11631 | Qonun hujjatlari bazasiga kirish. | qonun hujjatlari bazasiga kirish.
utt_11632 | Mening fikrim portaliga murojaat qilish. | mening fikrim portaliga murojaat qilish.
utt_11633 | Jamoatchilik fikrini o'rganish. | jamoatchilik fikrini oʻrganish.
utt_11634 | Davlat organlarining faoliyatini baholash. | davlat organlarining faoliyatini baholash.
utt_11635 | Reyting tizimi orqali samaradorlikni oshirish. | reyting tizimi orqali samaradorlikni oshirish.
utt_11636 | Davlat mukofotlari va faxriy unvonlar berish. | davlat mukofotlari va faxriy unvonlar berish.
utt_11637 | Fuqarolarni rag'batlantirish tizimi. | fuqarolarni ragʻbatlantirish tizimi.
utt_11638 | Volontyorlik faoliyatini qo'llab-quvvatlash. | volontyorlik faoliyatini qoʻllab-quvvatlash.
utt_11639 | Xayriya tashabbuslarini qo'llab-quvvatlash. | xayriya tashabbuslarini qoʻllab-quvvatlash.
utt_1164 | Zavodda ish to‘xtab qolganida ham “bu bizning aybimiz, sizlar ishlash uchun uzoqdan kelgansizlar”, deb, ishlamagan kunimizga ham har birimizga kuniga 750 rubldan yozib borishdi. | zavodda ish to‘xtab qolganida ham “bu bizning aybimiz, sizlar ishlash uchun uzoqdan kelgansizlar”, deb, ishlamagan kunimizga ham har birimizga kuniga yetti yuz ellik rubldan yozib borishdi.
utt_11640 | Nodavlat notijorat tashkilotlari faoliyati. | nodavlat notijorat tashkilotlari faoliyati.
utt_11641 | Jamoat birlashmalarini ro'yxatdan o'tkazish. | jamoat birlashmalarini roʻyxatdan oʻtkazish.
utt_11642 | Siyosiy partiyalar faoliyati. | siyosiy partiyalar faoliyati.
utt_11643 | Saylov jarayonlarida ishtirok etish. | saylov jarayonlarida ishtirok etish.
utt_11644 | Referendum o'tkazish tartibi. | referendum oʻtkazish tartibi.
utt_11645 | Mahalliy davlat hokimiyati organlari faoliyati. | mahalliy davlat hokimiyati organlari faoliyati.
utt_11646 | Fuqarolarning o'zini o'zi boshqarish organlari. | fuqarolarning oʻzini oʻzi boshqarish organlari.
utt_11647 | Mahalla institutini mustahkamlash. | mahalla institutini mustahkamlash.
utt_11648 | Jamoat tartibini saqlashda ishtirok etish. | jamoat tartibini saqlashda ishtirok etish.
utt_11649 | Profilaktika inspektorlari faoliyati. | profilaktika inspektorlari faoliyati.
utt_1165 | Shu yili fevral-mart oylarida anchagina pullarimizni to‘lashdi. | shu yili fevral-mart oylarida anchagina pullarimizni to‘lashdi.
utt_11650 | Yoshlar bilan ishlash tizimi. | yoshlar bilan ishlash tizimi.
utt_11651 | Xotin-qizlar masalalari bo'yicha komissiyalar. | xotin-qizlar masalalari boʻyicha komissiyalar.
utt_11652 | Mahallada ijtimoiy muhitni sog'lomlashtirish. | mahallada ijtimoiy muhitni sogʻlomlashtirish.
utt_11653 | Jinoyatchilikning oldini olish choralari. | jinoyatchilikning oldini olish choralari.
utt_11654 | Huquqbuzarliklarga qarshi kurash. | huquqbuzarliklarga qarshi kurash.
utt_11655 | Narkomaniya va giyohvandlikka qarshi kurash. | narkomaniya va giyohvandlikka qarshi kurash.
utt_11656 | Terrorizmga qarshi kurash strategiyasi. | terrorizmga qarshi kurash strategiyasi.
utt_11657 | Ekstremizmning oldini olish choralari. | ekstremizmning oldini olish choralari.
utt_11658 | Diniy ekstremizmga qarshi kurash. | diniy ekstremizmga qarshi kurash.
utt_11659 | Millatlararo totuvlikni ta'minlash. | millatlararo totuvlikni taʻminlash.
utt_1166 | Ozrog‘i qoldi. | ozrog‘i qoldi.
utt_11660 | Konfessiyalararo bag'rikenglikni qo'llab-quvvatlash. | konfessiyalararo bagʻrikenglikni qoʻllab-quvvatlash.
utt_11661 | Jaholatga qarshi ma'rifat bilan kurash. | jaholatga qarshi maʻrifat bilan kurash.
utt_11662 | Ta'lim tizimini rivojlantirish strategiyasi. | taʻlim tizimini rivojlantirish strategiyasi.
utt_11663 | Maktabgacha ta'limni takomillashtirish. | maktabgacha taʻlimni takomillashtirish.
utt_11664 | Umumiy o'rta ta'lim sifatini oshirish. | umumiy oʻrta taʻlim sifatini oshirish.
utt_11665 | Oliy ta'lim muassasalarining avtonomiyasi. | oliy taʻlim muassasalarining avtonomiyasi.
utt_11666 | Ilmiy tadqiqotlarni qo'llab-quvvatlash. | ilmiy tadqiqotlarni qoʻllab-quvvatlash.
utt_11667 | Innovatsion faoliyatni rag'batlantirish. | innovatsion faoliyatni ragʻbatlantirish.
utt_11668 | Talaba-yoshlarning intellektual salohiyatini oshirish. | talaba-yoshlarning intellektual salohiyatini oshirish.
utt_11669 | Professor-o'qituvchilarning malakasini oshirish. | professor-oʻqituvchilarning malakasini oshirish.
utt_1167 | Birovni ishlatib, haqqini olib yeganday bo‘lmay deb o‘z ukamning puli hisobidan jamoamdagilarga berdim. | birovni ishlatib, haqqini olib yeganday bo‘lmay deb o‘z ukamning puli hisobidan jamoamdagilarga berdim.
utt_11670 | Axborotlashtirish va aloqa texnologiyalarini rivojlantirish. | axborotlashtirish va aloqa texnologiyalarini rivojlantirish.
utt_11671 | Raqamli iqtisodiyotni shakllantirish. | raqamli iqtisodiyotni shakllantirish.
utt_11672 | Kiberjinoyatchilikka qarshi kurash. | kiberjinoyatchilikka qarshi kurash.
utt_11673 | Shaxsiy ma'lumotlar xavfsizligini ta'minlash. | shaxsiy maʻlumotlar xavfsizligini taʻminlash.
utt_11674 | Intellektual mulk huquqlarini himoya qilish. | intellektual mulk huquqlarini himoya qilish.
utt_11675 | Mualliflik huquqini himoya qilish. | mualliflik huquqini himoya qilish.
utt_11676 | Pochta markalarini ro'yxatdan o'tkazish. | pochta markalarini roʻyxatdan oʻtkazish.
utt_11677 | Tovar belgisini ro'yxatdan o'tkazish. | tovar belgisini roʻyxatdan oʻtkazish.
utt_11678 | Ixtiroga patent olish tartibi. | ixtiroga patent olish tartibi.
utt_11679 | Foydali modelga patent olish. | foydali modelga patent olish.
utt_1168 | Tomskda qayta hujjat qilib, yana bir arralash sexida ishladik. | tomskda qayta hujjat qilib, yana bir arralash sexida ishladik.
utt_11680 | Sanoat namunasiga patent olish. | sanoat namunasiga patent olish.
utt_11681 | Davlat sirini himoya qilish bo'yicha qonunlar. | davlat sirini himoya qilish boʻyicha qonunlar.
utt_11682 | Ochiq axborot siyosatini yuritish. | ochiq axborot siyosatini yuritish.
utt_11683 | Axborot erkinligini ta'minlash. | axborot erkinligini taʻminlash.
utt_11684 | Elektron OAVni ro'yxatdan o'tkazish. | elektron oavni roʻyxatdan oʻtkazish.
utt_11685 | Internet nashrlarini ro'yxatdan o'tkazish. | internet nashrlarini roʻyxatdan oʻtkazish.
utt_11686 | Telekommunikatsiya xizmatlarini tartibga solish. | telekommunikatsiya xizmatlarini tartibga solish.
utt_11687 | Radiochastotalarni ajratish tartibi. | radiochastotalarni ajratish tartibi.
utt_11688 | Uyali aloqa operatorlariga litsenziya berish. | uyali aloqa operatorlariga litsenziya berish.
utt_11689 | Raqamli televizion eshittirishga o'tish. | raqamli televizion eshittirishga oʻtish.
utt_1169 | Bir tashlandiq uy berishdi. | bir tashlandiq uy berishdi.
utt_11690 | Muzeylar va galereyalar faoliyati. | muzeylar va galereyalar faoliyati.
utt_11691 | Teatr va konsert zallarini modernizatsiya qilish. | teatr va konsert zallarini modernizatsiya qilish.
utt_11692 | Kinematografiya san'atini rivojlantirish. | kinematografiya sanʻatini rivojlantirish.
utt_11693 | Kutubxona fondlarini boyitish. | kutubxona fondlarini boyitish.
utt_11694 | Arxiv hujjatlarini saqlash va ulardan foydalanish. | arxiv hujjatlarini saqlash va ulardan foydalanish.
utt_11695 | Madaniy merosni asrab-avaylash. | madaniy merosni asrab-avaylash.
utt_11696 | Moddiy madaniy meros ob'ektlarini ro'yxatdan o'tkazish. | moddiy madaniy meros obʻektlarini roʻyxatdan oʻtkazish.
utt_11697 | Nomoddiy madaniy merosni himoya qilish. | nomoddiy madaniy merosni himoya qilish.
utt_11698 | Xalq hunarmandchiligini qo'llab-quvvatlash. | xalq hunarmandchiligini qoʻllab-quvvatlash.
utt_11699 | Amaliy san'atni rivojlantirish dasturlari. | amaliy sanʻatni rivojlantirish dasturlari.
utt_1170 | O‘sha uyni ta’mirlab ikki oycha ishladik. | o‘sha uyni taʻmirlab ikki oycha ishladik.
utt_11700 | Xorijiy fuqarolar uchun madaniy tadbirlar. | xorijiy fuqarolar uchun madaniy tadbirlar.
utt_11701 | Sport infratuzilmasini rivojlantirish. | sport infratuzilmasini rivojlantirish.
utt_11702 | Ommaviy sport turlarini targ'ib qilish. | ommaviy sport turlarini targʻib qilish.
utt_11703 | Sog'lom turmush tarzini targ'ib qilish. | sogʻlom turmush tarzini targʻib qilish.
utt_11704 | Sport musobaqalarini o'tkazish. | sport musobaqalarini oʻtkazish.
utt_11705 | Olimpiada zaxirasini tayyorlash. | olimpiada zaxirasini tayyorlash.
utt_11706 | Jismoniy tarbiya va sportni rivojlantirish. | jismoniy tarbiya va sportni rivojlantirish.
utt_11707 | Ekologik ta'lim va tarbiya. | ekologik taʻlim va tarbiya.
utt_11708 | Aholining ekologik madaniyatini oshirish. | aholining ekologik madaniyatini oshirish.
utt_11709 | Atrof-muhitni ifloslantirishga qarshi kurash. | atrof-muhitni ifloslantirishga qarshi kurash.
utt_1171 | Juda kam maosh berishardi. | juda kam maosh berishardi.
utt_11710 | Havoni ifloslantirishga qarshi choralar. | havoni ifloslantirishga qarshi choralar.
utt_11711 | Suv havzalarini toza saqlash. | suv havzalarini toza saqlash.
utt_11712 | Tuproqni eroziyadan himoya qilish. | tuproqni eroziyadan himoya qilish.
utt_11713 | Chiqindilarni qayta ishlash dasturlari. | chiqindilarni qayta ishlash dasturlari.
utt_11714 | Xavfli chiqindilarni utilizatsiya qilish. | xavfli chiqindilarni utilizatsiya qilish.
utt_11715 | Qayta ishlanadigan chiqindilarni saralash. | qayta ishlanadigan chiqindilarni saralash.
utt_11716 | Yer osti suvlari resurslaridan samarali foydalanish. | yer osti suvlari resurslaridan samarali foydalanish.
utt_11717 | Mineral resurslardan oqilona foydalanish. | mineral resurslardan oqilona foydalanish.
utt_11718 | O'rmon xo'jaligini rivojlantirish. | oʻrmon xoʻjaligini rivojlantirish.
utt_11719 | Dehqonchilikda yangi texnologiyalarni joriy etish. | dehqonchilikda yangi texnologiyalarni joriy etish.
utt_1172 | Qish kuni boradigan joyimiz yo‘qligi uchun sabr qildik. | qish kuni boradigan joyimiz yo‘qligi uchun sabr qildik.
utt_11720 | Chorvachilikni rivojlantirish dasturlari. | chorvachilikni rivojlantirish dasturlari.
utt_11721 | Parrandachilikni qo'llab-quvvatlash. | parrandachilikni qoʻllab-quvvatlash.
utt_11722 | Baliqchilikni rivojlantirishga qaratilgan loyihalar. | baliqchilikni rivojlantirishga qaratilgan loyihalar.
utt_11723 | Asalarichilikni rivojlantirish. | asalarichilikni rivojlantirish.
utt_11724 | Oziq-ovqat mahsulotlari xavfsizligi. | oziq-ovqat mahsulotlari xavfsizligi.
utt_11725 | Mahsulotlarni sertifikatlash tartibi. | mahsulotlarni sertifikatlash tartibi.
utt_11726 | Oziq-ovqat mahsulotlari sifatini nazorat qilish. | oziq-ovqat mahsulotlari sifatini nazorat qilish.
utt_11727 | Veterinariya nazorati tizimi. | veterinariya nazorati tizimi.
utt_11728 | Karantin xizmati faoliyati. | karantin xizmati faoliyati.
utt_11729 | O'simliklar karantini qoidalari. | oʻsimliklar karantini qoidalari.
utt_1173 | Shu yili martda xitoylik tanishimning taklifi bilan Chita shahriga keldik. | shu yili martda xitoylik tanishimning taklifi bilan chita shahriga keldik.
utt_11730 | Hayvonlar kasalliklarining oldini olish. | hayvonlar kasalliklarining oldini olish.
utt_11731 | Qishloq xo'jaligi zararkunandalari va kasalliklariga qarshi kurash. | qishloq xoʻjaligi zararkunandalari va kasalliklariga qarshi kurash.
utt_11732 | Sun'iy sug'orish tizimlarini modernizatsiya qilish. | sunʻiy sugʻorish tizimlarini modernizatsiya qilish.
utt_11733 | Sug'orish tarmoqlarini tozalash ishlari. | sugʻorish tarmoqlarini tozalash ishlari.
utt_11734 | Drenaj tizimini yaxshilash. | drenaj tizimini yaxshilash.
utt_11735 | Tuproq unumdorligini oshirish. | tuproq unumdorligini oshirish.
utt_11736 | Organik dehqonchilikni rivojlantirish. | organik dehqonchilikni rivojlantirish.
utt_11737 | Qishloq xo'jaligi texnikasini yangilash. | qishloq xoʻjaligi texnikasini yangilash.
utt_11738 | Agrotexnik xizmatlar ko'rsatish. | agrotexnik xizmatlar koʻrsatish.
utt_11739 | Qishloq xo'jaligi kooperatsiyalarini qo'llab-quvvatlash. | qishloq xoʻjaligi kooperatsiyalarini qoʻllab-quvvatlash.
utt_1174 | Rossiyada bir viloyatga qilingan patent ikkinchisiga o‘tmagani uchun qaytadan hujjat qildik. | rossiyada bir viloyatga qilingan patent ikkinchisiga o‘tmagani uchun qaytadan hujjat qildik.
utt_11740 | Tadbirkorlik sub'ektlari uchun imtiyozlar. | tadbirkorlik subʻektlari uchun imtiyozlar.
utt_11741 | Kichik biznesni kreditlash dasturlari. | kichik biznesni kreditlash dasturlari.
utt_11742 | Oila tadbirkorligini rivojlantirish. | oila tadbirkorligini rivojlantirish.
utt_11743 | Hunarmandchilikni qo'llab-quvvatlash chora-tadbirlari. | hunarmandchilikni qoʻllab-quvvatlash chora-tadbirlari.
utt_11744 | Turizm sohasini rivojlantirish strategiyasi. | turizm sohasini rivojlantirish strategiyasi.
utt_11745 | Ziyorat turizmini targ'ib qilish. | ziyorat turizmini targʻib qilish.
utt_11746 | Ekologik turizmni rivojlantirish. | ekologik turizmni rivojlantirish.
utt_11747 | Gastronomik turizmni qo'llab-quvvatlash. | gastronomik turizmni qoʻllab-quvvatlash.
utt_11748 | Qishloq turizmini rivojlantirish. | qishloq turizmini rivojlantirish.
utt_11749 | Xalqaro turizm ko'rgazmalarida ishtirok etish. | xalqaro turizm koʻrgazmalarida ishtirok etish.
utt_1175 | Tarjima qilish uchun ham ming bir bahona topishdi. | tarjima qilish uchun ham ming bir bahona topishdi.
utt_11750 | Turizm infratuzilmasini yaxshilash. | turizm infratuzilmasini yaxshilash.
utt_11751 | Turistlar uchun xavfsizlik choralarini kuchaytirish. | turistlar uchun xavfsizlik choralarini kuchaytirish.
utt_11752 | Viza rejimini soddalashtirish. | viza rejimini soddalashtirish.
utt_11753 | Elektron viza olish imkoniyati. | elektron viza olish imkoniyati.
utt_11754 | Turistik ma'lumot markazlari faoliyati. | turistik maʻlumot markazlari faoliyati.
utt_11755 | Qo'l mehnati mahsulotlarini sotish uchun rastalar. | qoʻl mehnati mahsulotlarini sotish uchun rastalar.
utt_11756 | Davlat-xususiy sheriklik asosida turizm klasterlari. | davlat-xususiy sheriklik asosida turizm klasterlari.
utt_11757 | Yo'l infratuzilmasini yaxshilash. | yoʻl infratuzilmasini yaxshilash.
utt_11758 | Avtomobil yo'llarini qurish va ta'mirlash. | avtomobil yoʻllarini qurish va taʻmirlash.
utt_11759 | Ko'priklar va yo'l o'tkazgichlar qurilishi. | koʻpriklar va yoʻl oʻtkazgichlar qurilishi.
utt_1176 | Maqsad - yangi patent va pul . | maqsad - yangi patent va pul .
utt_11760 | Jamoat transporti tizimini modernizatsiya qilish. | jamoat transporti tizimini modernizatsiya qilish.
utt_11761 | Elektrlashtirilgan temir yo'l uchastkalari. | elektrlashtirilgan temir yoʻl uchastkalari.
utt_11762 | Poyezd parkini yangilash. | poyezd parkini yangilash.
utt_11763 | Yangi avtobus yo'nalishlarini ochish. | yangi avtobus yoʻnalishlarini ochish.
utt_11764 | Taksi xizmatlarini tartibga solish. | taksi xizmatlarini tartibga solish.
utt_11765 | Shaharlararo qatnovchi taksilar uchun litsenziya. | shaharlararo qatnovchi taksilar uchun litsenziya.
utt_11766 | Velosiped yo'lakchalarini qurish. | velosiped yoʻlakchalarini qurish.
utt_11767 | Piyoda yo'lakchalarini obodonlashtirish. | piyoda yoʻlakchalarini obodonlashtirish.
utt_11768 | Jamoat joylarida video kuzatuv tizimlari. | jamoat joylarida video kuzatuv tizimlari.
utt_11769 | Aholining xavfsizligini ta'minlash. | aholining xavfsizligini taʻminlash.
utt_1177 | Eng achinarlisi, karantin boshlandi. | eng achinarlisi, karantin boshlandi.
utt_11770 | Favqulodda vaziyatlarning oldini olish tizimi. | favqulodda vaziyatlarning oldini olish tizimi.
utt_11771 | Qidiruv-qutqaruv ishlari samaradorligini oshirish. | qidiruv-qutqaruv ishlari samaradorligini oshirish.
utt_11772 | Xavfli ob'ektlarda sanoat xavfsizligi. | xavfli obʻektlarda sanoat xavfsizligi.
utt_11773 | Mehnatni muhofaza qilish normalariga rioya qilish. | mehnatni muhofaza qilish normalariga rioya qilish.
utt_11774 | Yong'in xavfsizligi qoidalariga amal qilish. | yongʻin xavfsizligi qoidalariga amal qilish.
utt_11775 | Gazdan foydalanishda xavfsizlik choralari. | gazdan foydalanishda xavfsizlik choralari.
utt_11776 | Elektr jihozlaridan foydalanishda ehtiyot bo'ling. | elektr jihozlaridan foydalanishda ehtiyot boʻling.
utt_11777 | Suv xo'jaligi ob'ektlarida xavfsizlik. | suv xoʻjaligi obʻektlarida xavfsizlik.
utt_11778 | Atrof-muhitni ifloslanishdan himoya qilish. | atrof-muhitni ifloslanishdan himoya qilish.
utt_11779 | Chiqindilarni qayta ishlash zavodlarini qurish. | chiqindilarni qayta ishlash zavodlarini qurish.
utt_1178 | Ming azobda shaharga hujjat topshirib, 700 kilometr uzoqlikdagi arralash sexiga bir necha postlarni tekshirishlaridan o‘tib keldik. | ming azobda shaharga hujjat topshirib, yetti yuz kilometr uzoqlikdagi arralash sexiga bir necha postlarni tekshirishlaridan o‘tib keldik.
utt_11780 | Suv tozalash inshootlarini modernizatsiya qilish. | suv tozalash inshootlarini modernizatsiya qilish.
utt_11781 | Havo sifatini nazorat qilish stansiyalari. | havo sifatini nazorat qilish stansiyalari.
utt_11782 | Ekspertiza xulosasini olish tartibi. | ekspertiza xulosasini olish tartibi.
utt_11783 | Qurilish loyihalarini tasdiqlash. | qurilish loyihalarini tasdiqlash.
utt_11784 | Arxitektura va shaharsozlikni rivojlantirish. | arxitektura va shaharsozlikni rivojlantirish.
utt_11785 | Hududlarni kompleks rivojlantirish dasturlari. | hududlarni kompleks rivojlantirish dasturlari.
utt_11786 | Qishloqlarni obod qilish loyihalari. | qishloqlarni obod qilish loyihalari.
utt_11787 | Shaharlarda infratuzilmani yaxshilash. | shaharlarda infratuzilmani yaxshilash.
utt_11788 | Uy-joy kommunal xizmatlarini modernizatsiya qilish. | uy-joy kommunal xizmatlarini modernizatsiya qilish.
utt_11789 | Ko'p qavatli uylarni ta'mirlash. | koʻp qavatli uylarni taʻmirlash.
utt_1179 | Baxtimizga bu yerga ko‘p tekshirish kelmas ekan. | baxtimizga bu yerga ko‘p tekshirish kelmas ekan.
utt_11790 | Mahalla hududlarini obodonlashtirish. | mahalla hududlarini obodonlashtirish.
utt_11791 | Aholi punktlarini tozalash ishlari. | aholi punktlarini tozalash ishlari.
utt_11792 | Sanitariya-epidemiologik osoyishtalikni ta'minlash. | sanitariya-epidemiologik osoyishtalikni taʻminlash.
utt_11793 | Oziq-ovqat mahsulotlari sifati nazorati. | oziq-ovqat mahsulotlari sifati nazorati.
utt_11794 | Dori vositalarining sifatini tekshirish. | dori vositalarining sifatini tekshirish.
